15, 0, 0
15, 0, 0
39, 0, 0
50, 0, 0
65, 0, 0
81, 0, 0
65, 0, 0
65, 0, 0
99, 0, 0
81, 0, 0
99, 0, 0
99, 0, 0
118, 0, 0
119, 0, 0
119, 0, 0
98, 0, 0
119, 0, 0
164, 0, 0
119, 0, 0
164, 0, 0
190, 0, 14
190, 0, 0
190, 0, 14
140, 0, 0
118, 0, 0
118, 0, 14
140, 0, 14
81, 0, 0
98, 0, 0
80, 0, 14
65, 0, 0
81, 0, 14
80, 0, 14
80, 0, 14
80, 0, 0
80, 0, 14
80, 0, 0
80, 0, 0
98, 0, 14
140, 0, 14
98, 0, 0
118, 0, 14
119, 0, 0
99, 0, 14
81, 0, 14
98, 0, 15
98, 0, 0
98, 0, 14
98, 0, 0
98, 0, 0
80, 0, 14
81, 0, 14
98, 0, 14
98, 0, 14
81, 0, 0
65, 0, 0
80, 0, 0
80, 0, 0
80, 0, 0
80, 0, 14
64, 0, 14
98, 0, 14
80, 0, 14
81, 0, 0
81, 0, 0
80, 0, 14
98, 0, 0
118, 0, 0
98, 0, 0
98, 0, 14
98, 0, 14
81, 0, 14
81, 0, 14
99, 0, 0
118, 0, 14
98, 0, 14
98, 0, 14
81, 0, 14
98, 0, 14
98, 0, 14
81, 0, 14
80, 0, 14
81, 0, 0
80, 0, 0
81, 0, 14
80, 0, 0
98, 0, 0
80, 0, 0
65, 0, 14
80, 0, 14
81, 0, 15
118, 0, 14
118, 0, 14
98, 0, 0
141, 0, 14
164, 0, 14
141, 0, 0
140, 0, 0
140, 0, 0
140, 0, 0
141, 0, 0
140, 0, 14
118, 0, 14
119, 0, 14
118, 0, 14
118, 0, 15
81, 0, 0
80, 0, 0
98, 0, 14
81, 0, 15
65, 0, 0
80, 0, 0
98, 0, 0
80, 0, 14
80, 0, 14
80, 0, 14
80, 0, 14
81, 0, 15
81, 0, 14
80, 0, 14
80, 0, 14
65, 0, 14
80, 0, 14
65, 0, 0
65, 0, 14
80, 0, 14
98, 0, 15
80, 0, 14
80, 0, 14
80, 0, 14
65, 0, 14
81, 0, 0
80, 0, 15
81, 0, 14
80, 0, 14
80, 0, 14
80, 0, 14
80, 0, 14
80, 0, 14
80, 0, 14
65, 0, 14
80, 0, 14
80, 0, 0
80, 0, 14
80, 0, 14
80, 0, 0
80, 0, 0
